count: 1, address=0x194421c, size=9 p=Agnesse
count: 561, address=0x194b2c8, size=8 p=Julita
count: 562, address=0x194b2d0, size=6 p=June
count: 563, address=0x194b2d6, size=9 p=Junette
count: 564, address=0x194b2df, size=7 p=Junia
count: 565, address=0x194b2e6, size=7 p=Junie
count: 566, address=0x194b2ed, size=8 p=Junina
count: 567, address=0x194b2f5, size=9 p=Justina
count: 568, address=0x194b2fe, size=9 p=Justine
count: 569, address=0x194b307, size=9 p=Justinn
count: 570, address=0x194b310, size=7 p=Jyoti
count: 571, address=0x194b317, size=7 p=Kacey
count: 572, address=0x194b31e, size=7 p=Kacie
count: 573, address=0x194b325, size=6 p=Kacy
count: 574, address=0x194b32b, size=7 p=Kaela
count: 575, address=0x194b332, size=5 p=Kai
count: 576, address=0x194b337, size=6 p=Kaia
count: 577, address=0x194b33d, size=7 p=Kaila
count: 578, address=0x194b344, size=7 p=Kaile
count: 579, address=0x194b34b, size=8 p=Kailey
count: 580, address=0x194b353, size=9 p=Kaitlin
count: 581, address=0x194b35c, size=9 p=Kaitlyn
count: 582, address=0x194b365, size=10 p=Kaitlynn
count: 583, address=0x194b36f, size=6 p=Kaja
count: 584, address=0x194b375, size=10 p=Kakalina
count: 585, address=0x194b37f, size=6 p=Kala
count: 586, address=0x194b385, size=9 p=Kaleena
count: 587, address=0x194b38e, size=6 p=Kali
count: 588, address=0x194b394, size=7 p=Kalie
count: 589, address=0x194b39b, size=8 p=Kalila
count: 590, address=0x194b3a3, size=8 p=Kalina
count: 591, address=0x194b3ab, size=9 p=Kalinda
count: 592, address=0x194b3b4, size=9 p=Kalindi
count: 593, address=0x194b3bd, size=7 p=Kalli
count: 594, address=0x194b3c4, size=7 p=Kally
count: 595, address=0x194b3cb, size=8 p=Kameko
count: 596, address=0x194b3d3, size=8 p=Kamila
count: 597, address=0x194b3db, size=9 p=Kamilah
count: 598, address=0x194b3e4, size=10 p=Kamillah
count: 599, address=0x194b3ee, size=9 p=Kandace
count: 600, address=0x194b3f7, size=7 p=Kandy
count: 601, address=0x194b3fe, size=7 p=Kania
count: 602, address=0x194b405, size=7 p=Kanya
count: 603, address=0x194b40c, size=6 p=Kara
count: 604, address=0x194b412, size=11 p=Kara-Lynn
count: 605, address=0x194b41d, size=9 p=Karalee
count: 606, address=0x194b426, size=10 p=Karalynn
count: 607, address=0x194b430, size=6 p=Kare
count: 608, address=0x194b436, size=7 p=Karee
count: 609, address=0x194b43d, size=7 p=Karel
count: 610, address=0x194b444, size=7 p=Karen
count: 611, address=0x194b44b, size=8 p=Karena
count: 612, address=0x194b453, size=6 p=Kari
count: 613, address=0x194b459, size=7 p=Karia
count: 614, address=0x194b460, size=7 p=Karie
count: 615, address=0x194b467, size=7 p=Karil
count: 616, address=0x194b46e, size=10 p=Karilynn
count: 617, address=0x194b478, size=7 p=Karin
count: 618, address=0x194b47f, size=8 p=Karina
count: 619, address=0x194b487, size=8 p=Karine
count: 620, address=0x194b48f, size=10 p=Kariotta
count: 621, address=0x194b499, size=8 p=Karisa
count: 622, address=0x194b4a1, size=9 p=Karissa
count: 623, address=0x194b4aa, size=8 p=Karita
count: 624, address=0x194b4b2, size=7 p=Karla
count: 625, address=0x194b4b9, size=8 p=Karlee
count: 626, address=0x194b4c1, size=9 p=Karleen
count: 627, address=0x194b4ca, size=8 p=Karlen
count: 628, address=0x194b4d2, size=9 p=Karlene
count: 629, address=0x194b4db, size=8 p=Karlie
count: 630, address=0x194b4e3, size=10 p=Karlotta
count: 631, address=0x194b4ed, size=10 p=Karlotte
count: 632, address=0x194b4f7, size=7 p=Karly
count: 633, address=0x194b4fe, size=8 p=Karlyn
count: 634, address=0x194b506, size=8 p=Karmen
count: 635, address=0x194b50e, size=7 p=Karna
count: 636, address=0x194b515, size=7 p=Karol
count: 637, address=0x194b51c, size=8 p=Karola
count: 638, address=0x194b524, size=8 p=Karole
count: 639, address=0x194b52c, size=10 p=Karolina
count: 640, address=0x194b536, size=10 p=Karoline
count: 641, address=0x194b540, size=8 p=Karoly
count: 642, address=0x194b548, size=7 p=Karon
count: 643, address=0x194b54f, size=8 p=Karrah
count: 644, address=0x194b557, size=8 p=Karrie
count: 645, address=0x194b55f, size=7 p=Karry
count: 646, address=0x194b566, size=6 p=Kary
count: 647, address=0x194b56c, size=7 p=Karyl
count: 648, address=0x194b573, size=9 p=Karylin
count: 649, address=0x194b57c, size=7 p=Karyn
count: 650, address=0x194b583, size=7 p=Kasey
count: 651, address=0x194b58a, size=6 p=Kass
count: 652, address=0x194b590, size=11 p=Kassandra
count: 653, address=0x194b59b, size=8 p=Kassey
count: 654, address=0x194b5a3, size=7 p=Kassi
count: 655, address=0x194b5aa, size=8 p=Kassia
count: 656, address=0x194b5b2, size=8 p=Kassie
count: 657, address=0x194b5ba, size=5 p=Kat
count: 658, address=0x194b5bf, size=6 p=Kata
count: 659, address=0x194b5c5, size=9 p=Katalin
count: 660, address=0x194b5ce, size=6 p=Kate
count: 661, address=0x194b5d4, size=7 p=Katee
count: 662, address=0x194b5db, size=10 p=Katerina
count: 663, address=0x194b5e5, size=10 p=Katerine
count: 664, address=0x194b5ef, size=7 p=Katey
count: 665, address=0x194b5f6, size=6 p=Kath
count: 666, address=0x194b5fc, size=7 p=Katha
count: 667, address=0x194b603, size=11 p=Katharina
count: 668, address=0x194b60e, size=11 p=Katharine
count: 669, address=0x194b619, size=10 p=Katharyn
count: 670, address=0x194b623, size=7 p=Kathe
count: 671, address=0x194b62a, size=11 p=Katherina
count: 672, address=0x194b635, size=11 p=Katherine
count: 673, address=0x194b640, size=10 p=Katheryn
count: 674, address=0x194b64a, size=7 p=Kathi
count: 675, address=0x194b651, size=8 p=Kathie
count: 676, address=0x194b659, size=10 p=Kathleen
count: 677, address=0x194b663, size=9 p=Kathlin
count: 678, address=0x194b66c, size=10 p=Kathrine
count: 679, address=0x194b676, size=9 p=Kathryn
count: 680, address=0x194b67f, size=10 p=Kathryne
count: 681, address=0x194b689, size=7 p=Kathy
count: 682, address=0x194b690, size=8 p=Kathye
count: 683, address=0x194b698, size=6 p=Kati
count: 684, address=0x194b69e, size=7 p=Katie
count: 685, address=0x194b6a5, size=8 p=Katina
count: 686, address=0x194b6ad, size=8 p=Katine
count: 687, address=0x194b6b5, size=9 p=Katinka
count: 688, address=0x194b6be, size=9 p=Katleen
count: 689, address=0x194b6c7, size=8 p=Katlin
count: 690, address=0x194b6cf, size=9 p=Katrina
count: 691, address=0x194b6d8, size=9 p=Katrine
count: 692, address=0x194b6e1, size=10 p=Katrinka
count: 693, address=0x194b6eb, size=7 p=Katti
count: 694, address=0x194b6f2, size=8 p=Kattie
count: 695, address=0x194b6fa, size=10 p=Katuscha
count: 696, address=0x194b704, size=9 p=Katusha
count: 697, address=0x194b70d, size=6 p=Katy
count: 698, address=0x194b713, size=7 p=Katya
count: 699, address=0x194b71a, size=5 p=Kay
count: 700, address=0x194b71f, size=8 p=Kaycee
count: 701, address=0x194b727, size=6 p=Kaye
count: 702, address=0x194b72d, size=7 p=Kayla
count: 703, address=0x194b734, size=7 p=Kayle
count: 704, address=0x194b73b, size=8 p=Kaylee
count: 705, address=0x194b743, size=8 p=Kayley
count: 706, address=0x194b74b, size=8 p=Kaylil
count: 707, address=0x194b753, size=8 p=Kaylyn
count: 708, address=0x194b75b, size=8 p=Keeley
count: 709, address=0x194b763, size=8 p=Keelia
count: 710, address=0x194b76b, size=7 p=Keely
count: 711, address=0x194b772, size=8 p=Kelcey
count: 712, address=0x194b77a, size=7 p=Kelci
count: 713, address=0x194b781, size=8 p=Kelcie
count: 714, address=0x194b789, size=7 p=Kelcy
count: 715, address=0x194b790, size=8 p=Kelila
count: 716, address=0x194b798, size=8 p=Kellen
count: 717, address=0x194b7a0, size=8 p=Kelley
count: 718, address=0x194b7a8, size=7 p=Kelli
count: 719, address=0x194b7af, size=8 p=Kellia
count: 720, address=0x194b7b7, size=8 p=Kellie
count: 721, address=0x194b7bf, size=9 p=Kellina
count: 722, address=0x194b7c8, size=9 p=Kellsie
count: 723, address=0x194b7d1, size=7 p=Kelly
count: 724, address=0x194b7d8, size=10 p=Kellyann
count: 725, address=0x194b7e2, size=8 p=Kelsey
count: 726, address=0x194b7ea, size=7 p=Kelsi
count: 727, address=0x194b7f1, size=7 p=Kelsy
count: 728, address=0x194b7f8, size=8 p=Kendra
count: 729, address=0x194b800, size=8 p=Kendre
count: 730, address=0x194b808, size=7 p=Kenna
count: 731, address=0x194b80f, size=6 p=Keri
count: 732, address=0x194b815, size=9 p=Keriann
count: 733, address=0x194b81e, size=10 p=Kerianne
count: 734, address=0x194b828, size=7 p=Kerri
count: 735, address=0x194b82f, size=8 p=Kerrie
count: 736, address=0x194b837, size=9 p=Kerrill
count: 737, address=0x194b840, size=8 p=Kerrin
count: 738, address=0x194b848, size=7 p=Kerry
count: 739, address=0x194b84f, size=9 p=Kerstin
count: 740, address=0x194b858, size=8 p=Kesley
count: 741, address=0x194b860, size=8 p=Keslie
count: 742, address=0x194b868, size=8 p=Kessia
count: 743, address=0x194b870, size=9 p=Kessiah
count: 744, address=0x194b879, size=7 p=Ketti
count: 745, address=0x194b880, size=8 p=Kettie
count: 746, address=0x194b888, size=7 p=Ketty
count: 747, address=0x194b88f, size=8 p=Kevina
count: 748, address=0x194b897, size=7 p=Kevyn
count: 749, address=0x194b89e, size=4 p=Ki
count: 750, address=0x194b8a2, size=6 p=Kiah
count: 751, address=0x194b8a8, size=6 p=Kial
count: 752, address=0x194b8ae, size=7 p=Kiele
count: 753, address=0x194b8b5, size=10 p=Kiersten
count: 754, address=0x194b8bf, size=9 p=Kikelia
count: 755, address=0x194b8c8, size=7 p=Kiley
count: 756, address=0x194b8cf, size=5 p=Kim
count: 757, address=0x194b8d4, size=11 p=Kimberlee
count: 758, address=0x194b8df, size=11 p=Kimberley
count: 759, address=0x194b8ea, size=10 p=Kimberli
count: 760, address=0x194b8f4, size=10 p=Kimberly
count: 761, address=0x194b8fe, size=11 p=Kimberlyn
count: 762, address=0x194b909, size=8 p=Kimbra
count: 763, address=0x194b911, size=7 p=Kimmi
count: 764, address=0x194b918, size=8 p=Kimmie
count: 765, address=0x194b920, size=7 p=Kimmy
count: 766, address=0x194b927, size=7 p=Kinna
count: 767, address=0x194b92e, size=5 p=Kip
count: 768, address=0x194b933, size=6 p=Kipp
count: 769, address=0x194b939, size=8 p=Kippie
count: 770, address=0x194b941, size=7 p=Kippy
count: 771, address=0x194b948, size=6 p=Kira
count: 772, address=0x194b94e, size=8 p=Kirbee
count: 773, address=0x194b956, size=8 p=Kirbie
count: 774, address=0x194b95e, size=7 p=Kirby
count: 775, address=0x194b965, size=6 p=Kiri
count: 776, address=0x194b96b, size=9 p=Kirsten
count: 777, address=0x194b974, size=10 p=Kirsteni
count: 778, address=0x194b97e, size=8 p=Kirsti
count: 779, address=0x194b986, size=9 p=Kirstin
count: 780, address=0x194b98f, size=9 p=Kirstyn
count: 781, address=0x194b998, size=8 p=Kissee
count: 782, address=0x194b9a0, size=9 p=Kissiah
count: 783, address=0x194b9a9, size=8 p=Kissie
count: 784, address=0x194b9b1, size=5 p=Kit
count: 785, address=0x194b9b6, size=7 p=Kitti
count: 786, address=0x194b9bd, size=8 p=Kittie
count: 787, address=0x194b9c5, size=7 p=Kitty
count: 788, address=0x194b9cc, size=8 p=Kizzee
count: 789, address=0x194b9d4, size=8 p=Kizzie
count: 790, address=0x194b9dc, size=7 p=Klara
count: 791, address=0x194b9e3, size=9 p=Klarika
count: 792, address=0x194b9ec, size=10 p=Klarrisa
count: 793, address=0x194b9f6, size=11 p=Konstance
count: 794, address=0x194ba01, size=11 p=Konstanze
count: 795, address=0x194ba0c, size=5 p=Koo
count: 796, address=0x194ba11, size=6 p=Kora
count: 797, address=0x194ba17, size=7 p=Koral
count: 798, address=0x194ba1e, size=9 p=Koralle
count: 799, address=0x194ba27, size=9 p=Kordula
count: 800, address=0x194ba30, size=6 p=Kore
count: 801, address=0x194ba36, size=9 p=Korella
count: 802, address=0x194ba3f, size=7 p=Koren
count: 803, address=0x194ba46, size=9 p=Koressa
count: 804, address=0x194ba4f, size=6 p=Kori
count: 805, address=0x194ba55, size=7 p=Korie
count: 806, address=0x194ba5c, size=8 p=Korney
count: 807, address=0x194ba64, size=8 p=Korrie
count: 808, address=0x194ba6c, size=7 p=Korry
count: 809, address=0x194ba73, size=6 p=Kris
count: 810, address=0x194ba79, size=9 p=Krissie
count: 811, address=0x194ba82, size=8 p=Krissy
count: 812, address=0x194ba8a, size=8 p=Krista
count: 813, address=0x194ba92, size=9 p=Kristal
count: 814, address=0x194ba9b, size=9 p=Kristan
count: 815, address=0x194baa4, size=8 p=Kriste
count: 816, address=0x194baac, size=9 p=Kristel
count: 817, address=0x194bab5, size=9 p=Kristen
count: 818, address=0x194babe, size=8 p=Kristi
count: 819, address=0x194bac6, size=10 p=Kristien
count: 820, address=0x194bad0, size=9 p=Kristin
count: 821, address=0x194bad9, size=10 p=Kristina
count: 822, address=0x194bae3, size=10 p=Kristine
count: 823, address=0x194baed, size=8 p=Kristy
count: 824, address=0x194baf5, size=9 p=Kristyn
count: 825, address=0x194bafe, size=8 p=Krysta
count: 826, address=0x194bb06, size=9 p=Krystal
count: 827, address=0x194bb0f, size=11 p=Krystalle
count: 828, address=0x194bb1a, size=9 p=Krystle
count: 829, address=0x194bb23, size=10 p=Krystyna
count: 830, address=0x194bb2d, size=6 p=Kyla
count: 831, address=0x194bb33, size=6 p=Kyle
count: 832, address=0x194bb39, size=7 p=Kylen
count: 833, address=0x194bb40, size=7 p=Kylie
count: 834, address=0x194bb47, size=8 p=Kylila
count: 835, address=0x194bb4f, size=8 p=Kylynn
count: 836, address=0x194bb57, size=5 p=Kym
count: 837, address=0x194bb5c, size=9 p=Kynthia
count: 838, address=0x194bb65, size=9 p=Kyrstin
count: 839, address=0x194bb6e, size=10 p=La Verne
count: 840, address=0x194bb78, size=7 p=Lacee
count: 841, address=0x194bb7f, size=7 p=Lacey
count: 842, address=0x194bb86, size=7 p=Lacie
count: 843, address=0x194bb8d, size=6 p=Lacy
count: 844, address=0x194bb93, size=9 p=Ladonna
count: 845, address=0x194bb9c, size=10 p=Laetitia
count: 846, address=0x194bba6, size=7 p=Laina
count: 847, address=0x194bbad, size=8 p=Lainey
count: 848, address=0x194bbb5, size=6 p=Lana
count: 849, address=0x194bbbb, size=7 p=Lanae
count: 850, address=0x194bbc2, size=6 p=Lane
count: 851, address=0x194bbc8, size=9 p=Lanette
count: 852, address=0x194bbd1, size=7 p=Laney
count: 853, address=0x194bbd8, size=6 p=Lani
count: 854, address=0x194bbde, size=7 p=Lanie
count: 855, address=0x194bbe5, size=8 p=Lanita
count: 856, address=0x194bbed, size=7 p=Lanna
count: 857, address=0x194bbf4, size=7 p=Lanni
count: 858, address=0x194bbfb, size=7 p=Lanny
count: 859, address=0x194bc02, size=6 p=Lara
count: 860, address=0x194bc08, size=9 p=Laraine
count: 861, address=0x194bc11, size=6 p=Lari
count: 862, address=0x194bc17, size=8 p=Larina
count: 863, address=0x194bc1f, size=8 p=Larine
count: 864, address=0x194bc27, size=8 p=Larisa
count: 865, address=0x194bc2f, size=9 p=Larissa
count: 866, address=0x194bc38, size=6 p=Lark
count: 867, address=0x194bc3e, size=9 p=Laryssa
count: 868, address=0x194bc47, size=10 p=Latashia
count: 869, address=0x194bc51, size=7 p=Latia
count: 870, address=0x194bc58, size=9 p=Latisha
count: 871, address=0x194bc61, size=9 p=Latrena
count: 872, address=0x194bc6a, size=9 p=Latrina
count: 873, address=0x194bc73, size=7 p=Laura
count: 874, address=0x194bc7a, size=10 p=Lauraine
count: 875, address=0x194bc84, size=8 p=Laural
count: 876, address=0x194bc8c, size=10 p=Lauralee
count: 877, address=0x194bc96, size=7 p=Laure
count: 878, address=0x194bc9d, size=8 p=Lauree
count: 879, address=0x194bca5, size=9 p=Laureen
count: 880, address=0x194bcae, size=8 p=Laurel
count: 881, address=0x194bcb6, size=10 p=Laurella
count: 882, address=0x194bcc0, size=8 p=Lauren
count: 883, address=0x194bcc8, size=9 p=Laurena
count: 884, address=0x194bcd1, size=9 p=Laurene
count: 885, address=0x194bcda, size=10 p=Lauretta
count: 886, address=0x194bce4, size=10 p=Laurette
count: 887, address=0x194bcee, size=7 p=Lauri
count: 888, address=0x194bcf5, size=11 p=Laurianne
count: 889, address=0x194bd00, size=9 p=Laurice
count: 890, address=0x194bd09, size=8 p=Laurie
count: 891, address=0x194bd11, size=8 p=Lauryn
count: 892, address=0x194bd19, size=8 p=Lavena
count: 893, address=0x194bd21, size=9 p=Laverna
count: 894, address=0x194bd2a, size=9 p=Laverne
count: 895, address=0x194bd33, size=8 p=Lavina
count: 896, address=0x194bd3b, size=9 p=Lavinia
count: 897, address=0x194bd44, size=9 p=Lavinie
count: 898, address=0x194bd4d, size=7 p=Layla
count: 899, address=0x194bd54, size=7 p=Layne
count: 900, address=0x194bd5b, size=8 p=Layney
count: 901, address=0x194bd63, size=5 p=Lea
count: 902, address=0x194bd68, size=6 p=Leah
count: 903, address=0x194bd6e, size=9 p=Leandra
count: 904, address=0x194bd77, size=7 p=Leann
count: 905, address=0x194bd7e, size=8 p=Leanna
count: 906, address=0x194bd86, size=8 p=Leanor
count: 907, address=0x194bd8e, size=9 p=Leanora
count: 908, address=0x194bd97, size=8 p=Lebbie
count: 909, address=0x194bd9f, size=6 p=Leda
count: 910, address=0x194bda5, size=5 p=Lee
count: 911, address=0x194bdaa, size=8 p=Leeann
count: 912, address=0x194bdb2, size=9 p=Leeanne
count: 913, address=0x194bdbb, size=7 p=Leela
count: 914, address=0x194bdc2, size=8 p=Leelah
count: 915, address=0x194bdca, size=7 p=Leena
count: 916, address=0x194bdd1, size=7 p=Leesa
count: 917, address=0x194bdd8, size=7 p=Leese
count: 918, address=0x194bddf, size=7 p=Legra
count: 919, address=0x194bde6, size=6 p=Leia
count: 920, address=0x194bdec, size=7 p=Leigh
count: 921, address=0x194bdf3, size=8 p=Leigha
count: 922, address=0x194bdfb, size=7 p=Leila
count: 923, address=0x194be02, size=8 p=Leilah
count: 924, address=0x194be0a, size=8 p=Leisha
count: 925, address=0x194be12, size=6 p=Lela
count: 926, address=0x194be18, size=7 p=Lelah
count: 927, address=0x194be1f, size=8 p=Leland
count: 928, address=0x194be27, size=7 p=Lelia
count: 929, address=0x194be2e, size=6 p=Lena
count: 930, address=0x194be34, size=7 p=Lenee
count: 931, address=0x194be3b, size=9 p=Lenette
count: 932, address=0x194be44, size=7 p=Lenka
count: 933, address=0x194be4b, size=7 p=Lenna
count: 934, address=0x194be52, size=8 p=Lenora
count: 935, address=0x194be5a, size=8 p=Lenore
count: 936, address=0x194be62, size=9 p=Leodora
count: 937, address=0x194be6b, size=8 p=Leoine
count: 938, address=0x194be73, size=7 p=Leola
count: 939, address=0x194be7a, size=9 p=Leoline
count: 940, address=0x194be83, size=7 p=Leona
count: 941, address=0x194be8a, size=10 p=Leonanie
count: 942, address=0x194be94, size=7 p=Leone
count: 943, address=0x194be9b, size=10 p=Leonelle
count: 944, address=0x194bea5, size=8 p=Leonie
count: 945, address=0x194bead, size=9 p=Leonora
count: 946, address=0x194beb6, size=9 p=Leonore
count: 947, address=0x194bebf, size=10 p=Leontine
count: 948, address=0x194bec9, size=10 p=Leontyne
count: 949, address=0x194bed3, size=7 p=Leora
count: 950, address=0x194beda, size=8 p=Leshia
count: 951, address=0x194bee2, size=8 p=Lesley
count: 952, address=0x194beea, size=7 p=Lesli
count: 953, address=0x194bef1, size=8 p=Leslie
count: 954, address=0x194bef9, size=7 p=Lesly
count: 955, address=0x194bf00, size=7 p=Lesya
count: 956, address=0x194bf07, size=6 p=Leta
count: 957, address=0x194bf0d, size=8 p=Lethia
count: 958, address=0x194bf15, size=9 p=Leticia
count: 959, address=0x194bf1e, size=9 p=Letisha
count: 960, address=0x194bf27, size=9 p=Letitia
count: 961, address=0x194bf30, size=9 p=Letizia
count: 962, address=0x194bf39, size=7 p=Letta
count: 963, address=0x194bf40, size=7 p=Letti
count: 964, address=0x194bf47, size=8 p=Lettie
count: 965, address=0x194bf4f, size=7 p=Letty
count: 966, address=0x194bf56, size=6 p=Lexi
count: 967, address=0x194bf5c, size=7 p=Lexie
count: 968, address=0x194bf63, size=8 p=Lexine
count: 969, address=0x194bf6b, size=7 p=Lexis
count: 970, address=0x194bf72, size=6 p=Lexy
count: 971, address=0x194bf78, size=7 p=Leyla
count: 972, address=0x194bf7f, size=8 p=Lezlie
count: 973, address=0x194bf87, size=5 p=Lia
count: 974, address=0x194bf8c, size=6 p=Lian
count: 975, address=0x194bf92, size=7 p=Liana
count: 976, address=0x194bf99, size=7 p=Liane
count: 977, address=0x194bfa0, size=8 p=Lianna
count: 978, address=0x194bfa8, size=8 p=Lianne
count: 979, address=0x194bfb0, size=5 p=Lib
count: 980, address=0x194bfb5, size=8 p=Libbey
count: 981, address=0x194bfbd, size=7 p=Libbi
count: 982, address=0x194bfc4, size=8 p=Libbie
count: 983, address=0x194bfcc, size=7 p=Libby
count: 984, address=0x194bfd3, size=7 p=Licha
count: 985, address=0x194bfda, size=6 p=Lida
count: 986, address=0x194bfe0, size=7 p=Lidia
count: 987, address=0x194bfe7, size=7 p=Liesa
count: 988, address=0x194bfee, size=5 p=Lil
count: 989, address=0x194bff3, size=6 p=Lila
count: 990, address=0x194bff9, size=7 p=Lilah
count: 991, address=0x194c000, size=7 p=Lilas
count: 992, address=0x194c007, size=7 p=Lilia
count: 993, address=0x194c00e, size=8 p=Lilian
count: 994, address=0x194c016, size=9 p=Liliane
count: 995, address=0x194c01f, size=8 p=Lilias
count: 996, address=0x194c027, size=8 p=Lilith
count: 997, address=0x194c02f, size=7 p=Lilla
count: 998, address=0x194c036, size=7 p=Lilli
count: 999, address=0x194c03d, size=9 p=Lillian
count: 1000, address=0x194c046, size=8 p=Lillis
count: 1001, address=0x196e981, size=9 p=Lilllie
count: 1002, address=0x196e98a, size=7 p=Lilly
count: 1003, address=0x196e991, size=6 p=Lily
count: 1004, address=0x196e997, size=8 p=Lilyan
count: 1005, address=0x196e99f, size=5 p=Lin
count: 1006, address=0x196e9a4, size=6 p=Lina
count: 1007, address=0x196e9aa, size=6 p=Lind
count: 1008, address=0x196e9b0, size=7 p=Linda
count: 1009, address=0x196e9b7, size=7 p=Lindi
count: 1010, address=0x196e9be, size=8 p=Lindie
count: 1011, address=0x196e9c6, size=9 p=Lindsay
count: 1012, address=0x196e9cf, size=9 p=Lindsey
count: 1013, address=0x196e9d8, size=8 p=Lindsy
count: 1014, address=0x196e9e0, size=7 p=Lindy
count: 1015, address=0x196e9e7, size=7 p=Linea
count: 1016, address=0x196e9ee, size=8 p=Linell
count: 1017, address=0x196e9f6, size=7 p=Linet
count: 1018, address=0x196e9fd, size=9 p=Linette
count: 1019, address=0x196ea06, size=6 p=Linn
count: 1020, address=0x196ea0c, size=8 p=Linnea
count: 1021, address=0x196ea14, size=9 p=Linnell
count: 1022, address=0x196ea1d, size=8 p=Linnet
count: 1023, address=0x196ea25, size=8 p=Linnie
count: 1024, address=0x196ea2d, size=7 p=Linzy
count: 1025, address=0x196ea34, size=6 p=Lira
count: 1026, address=0x196ea3a, size=6 p=Lisa
count: 1027, address=0x196ea40, size=10 p=Lisabeth
count: 1028, address=0x196ea4a, size=9 p=Lisbeth
count: 1029, address=0x196ea53, size=6 p=Lise
count: 1030, address=0x196ea59, size=9 p=Lisetta
count: 1031, address=0x196ea62, size=9 p=Lisette
count: 1032, address=0x196ea6b, size=7 p=Lisha
count: 1033, address=0x196ea72, size=7 p=Lishe
count: 1034, address=0x196ea79, size=7 p=Lissa
count: 1035, address=0x196ea80, size=7 p=Lissi
count: 1036, address=0x196ea87, size=8 p=Lissie
count: 1037, address=0x196ea8f, size=7 p=Lissy
count: 1038, address=0x196ea96, size=6 p=Lita
count: 1039, address=0x196ea9c, size=7 p=Liuka
count: 1040, address=0x196eaa3, size=5 p=Liv
count: 1041, address=0x196eaa8, size=6 p=Liva
count: 1042, address=0x196eaae, size=7 p=Livia
count: 1043, address=0x196eab5, size=8 p=Livvie
count: 1044, address=0x196eabd, size=7 p=Livvy
count: 1045, address=0x196eac4, size=8 p=Livvyy
count: 1046, address=0x196eacc, size=6 p=Livy
count: 1047, address=0x196ead2, size=5 p=Liz
count: 1048, address=0x196ead7, size=6 p=Liza
count: 1049, address=0x196eadd, size=10 p=Lizabeth
count: 1050, address=0x196eae7, size=9 p=Lizbeth
count: 1051, address=0x196eaf0, size=9 p=Lizette
count: 1052, address=0x196eaf9, size=8 p=Lizzie
count: 1053, address=0x196eb01, size=7 p=Lizzy
count: 1054, address=0x196eb08, size=8 p=Loella
count: 1055, address=0x196eb10, size=6 p=Lois
count: 1056, address=0x196eb16, size=7 p=Loise
count: 1057, address=0x196eb1d, size=6 p=Lola
count: 1058, address=0x196eb23, size=8 p=Loleta
count: 1059, address=0x196eb2b, size=8 p=Lolita
count: 1060, address=0x196eb33, size=7 p=Lolly
count: 1061, address=0x196eb3a, size=6 p=Lona
count: 1062, address=0x196eb40, size=7 p=Lonee
count: 1063, address=0x196eb47, size=6 p=Loni
count: 1064, address=0x196eb4d, size=7 p=Lonna
count: 1065, address=0x196eb54, size=7 p=Lonni
count: 1066, address=0x196eb5b, size=8 p=Lonnie
count: 1067, address=0x196eb63, size=6 p=Lora
count: 1068, address=0x196eb69, size=8 p=Lorain
count: 1069, address=0x196eb71, size=9 p=Loraine
count: 1070, address=0x196eb7a, size=9 p=Loralee
count: 1071, address=0x196eb83, size=9 p=Loralie
count: 1072, address=0x196eb8c, size=9 p=Loralyn
count: 1073, address=0x196eb95, size=7 p=Loree
count: 1074, address=0x196eb9c, size=8 p=Loreen
count: 1075, address=0x196eba4, size=9 p=Lorelei
count: 1076, address=0x196ebad, size=9 p=Lorelle
count: 1077, address=0x196ebb6, size=7 p=Loren
count: 1078, address=0x196ebbd, size=8 p=Lorena
count: 1079, address=0x196ebc5, size=8 p=Lorene
count: 1080, address=0x196ebcd, size=9 p=Lorenza
count: 1081, address=0x196ebd6, size=9 p=Loretta
count: 1082, address=0x196ebdf, size=9 p=Lorette
count: 1083, address=0x196ebe8, size=6 p=Lori
count: 1084, address=0x196ebee, size=7 p=Loria
count: 1085, address=0x196ebf5, size=10 p=Lorianna
count: 1086, address=0x196ebff, size=10 p=Lorianne
count: 1087, address=0x196ec09, size=7 p=Lorie
count: 1088, address=0x196ec10, size=9 p=Lorilee
count: 1089, address=0x196ec19, size=9 p=Lorilyn
count: 1090, address=0x196ec22, size=9 p=Lorinda
count: 1091, address=0x196ec2b, size=8 p=Lorine
count: 1092, address=0x196ec33, size=8 p=Lorita
count: 1093, address=0x196ec3b, size=7 p=Lorna
count: 1094, address=0x196ec42, size=7 p=Lorne
count: 1095, address=0x196ec49, size=10 p=Lorraine
count: 1096, address=0x196ec53, size=10 p=Lorrayne
count: 1097, address=0x196ec5d, size=7 p=Lorri
count: 1098, address=0x196ec64, size=8 p=Lorrie
count: 1099, address=0x196ec6c, size=8 p=Lorrin
count: 1100, address=0x196ec74, size=7 p=Lorry
count: 1101, address=0x196ec7b, size=6 p=Lory
count: 1102, address=0x196ec81, size=7 p=Lotta
count: 1103, address=0x196ec88, size=7 p=Lotte
count: 1104, address=0x196ec8f, size=7 p=Lotti
count: 1105, address=0x196ec96, size=8 p=Lottie
count: 1106, address=0x196ec9e, size=7 p=Lotty
count: 1107, address=0x196eca5, size=5 p=Lou
count: 1108, address=0x196ecaa, size=9 p=Louella
count: 1109, address=0x196ecb3, size=8 p=Louisa
count: 1110, address=0x196ecbb, size=8 p=Louise
count: 1111, address=0x196ecc3, size=11 p=Louisette
